PlayerName,PlayerUID,InferredRace,RaceConfidence,InferredAge,InferredEmotion,EmotionConfidence,PlayerHeightWeight,PlayerBirthdate,PlayerCollege,PlayerDraftInfo,PlayerOverallStatus,PlayerURL
Warren McClendon Jr.,s:20~l:28~a:4426512,Black,10000.00%,26,Neutral,5226.96%,"6' 4"", 317 lbs",4/11/2001 (24),Georgia,"2023: Rd 5, Pk 174 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4426512/warren-mcclendon-jr
Puka Nacua,s:20~l:28~a:4426515,Latino Hispanic,3816.74%,24,Neutral,9672.10%,"6' 2"", 212 lbs",5/29/2001 (24),BYU,"2023: Rd 5, Pk 177 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4426515/puka-nacua
Davis Allen,s:20~l:28~a:4426553,White,9581.46%,22,Happy,9953.27%,"6' 6"", 251 lbs",2/3/2001 (24),Clemson,"2023: Rd 5, Pk 175 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4426553/davis-allen
Jaylen McCollough,s:20~l:28~a:4427120,Black,9972.92%,29,Happy,9985.49%,"6' 0"", 202 lbs",10/12/2000 (24),Tennessee,N/A,Active,https://www.espn.com/nfl/player/_/id/4427120/jaylen-mccollough
Cam Lampkin,s:20~l:28~a:4427752,Black,10000.00%,27,Happy,9379.27%,"5' 11"", 176 lbs",7/31/2001 (23),Washington St,N/A,Active,https://www.espn.com/nfl/player/_/id/4427752/cam-lampkin
Elias Neal,s:20~l:28~a:4428098,Black,9697.47%,30,Happy,9303.73%,"6' 0"", 227 lbs",9/11/2001 (23),Marshall,N/A,Active,https://www.espn.com/nfl/player/_/id/4428098/elias-neal
Josh Pearcy,s:20~l:28~a:4428204,Black,9999.98%,30,Happy,9841.88%,"6' 2"", 245 lbs",N/A,Rice,N/A,Active,https://www.espn.com/nfl/player/_/id/4428204/josh-pearcy
Omar Speights,s:20~l:28~a:4428550,Black,9596.40%,25,Happy,9828.61%,"6' 1"", 228 lbs",3/2/2001 (24),LSU,N/A,Active,https://www.espn.com/nfl/player/_/id/4428550/omar-speights
Da'Jon Terry,s:20~l:28~a:4428637,Black,10000.00%,29,Happy,9900.93%,"6' 3"", 330 lbs",10/20/2000 (24),Oklahoma,N/A,Active,https://www.espn.com/nfl/player/_/id/4428637/dajon-terry
Blake Corum,s:20~l:28~a:4429096,Latino Hispanic,3027.52%,25,Happy,9997.96%,"5' 8"", 210 lbs",11/25/2000 (24),Michigan,"2024: Rd 3, Pk 83 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4429096/blake-corum
Ben Dooley,s:20~l:28~a:4429538,White,9533.70%,32,Happy,9931.82%,"6' 5"", 320 lbs",N/A,Boise St,N/A,Active,https://www.espn.com/nfl/player/_/id/4429538/ben-dooley
Emmanuel Forbes Jr.,s:20~l:28~a:4429767,Black,10000.00%,25,Happy,9102.98%,"6' 0"", 180 lbs",1/13/2001 (24),Mississippi St,"2023: Rd 1, Pk 16 (WSH)",Active,https://www.espn.com/nfl/player/_/id/4429767/emmanuel-forbes-jr
Dylan McMahon,s:20~l:28~a:4430155,White,9340.04%,31,Neutral,9545.14%,"6' 3"", 298 lbs",1/22/2001 (24),NC State,"2024: Rd 6, Pk 190 (PHI)",Active,https://www.espn.com/nfl/player/_/id/4430155/dylan-mcmahon
Jamil Muhammad,s:20~l:28~a:4430211,Black,9999.99%,29,Happy,9653.39%,"6' 1"", 260 lbs",N/A,USC,N/A,Active,https://www.espn.com/nfl/player/_/id/4430211/jamil-muhammad
Kyren Williams,s:20~l:28~a:4430737,Black,4826.64%,26,Neutral,9995.41%,"5' 9"", 202 lbs",8/26/2000 (24),Notre Dame,"2022: Rd 5, Pk 164 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4430737/kyren-williams
Trey Wedig,s:20~l:28~a:4430812,White,10000.00%,32,Neutral,6528.88%,"6' 6"", 310 lbs",N/A,Indiana,N/A,Active,https://www.espn.com/nfl/player/_/id/4430812/trey-wedig
Ty Hamilton,s:20~l:28~a:4431118,Black,4185.71%,32,Sad,5483.67%,"6' 2"", 299 lbs",4/15/2002 (23),Ohio State,"2025: Rd 5, Pk 148 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4431118/ty-hamilton
Brennan Presley,s:20~l:28~a:4431342,Black,10000.00%,30,Happy,7723.65%,"5' 8"", 174 lbs",N/A,Oklahoma St,N/A,Active,https://www.espn.com/nfl/player/_/id/4431342/brennan-presley
Mario Williams,s:20~l:28~a:4431618,Black,10000.00%,30,Neutral,9999.96%,"5' 9"", 178 lbs",N/A,Tulane,N/A,Active,https://www.espn.com/nfl/player/_/id/4431618/mario-williams
Joshua Karty,s:20~l:28~a:4566192,White,9999.97%,26,Happy,9985.23%,"6' 2"", 207 lbs",3/7/2002 (23),Stanford,"2024: Rd 6, Pk 209 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4566192/joshua-karty
Beaux Limmer,s:20~l:28~a:4567175,White,8628.58%,28,Fear,3008.59%,"6' 5"", 312 lbs",6/10/2001 (24),Arkansas,"2024: Rd 6, Pk 217 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4567175/beaux-limmer
Tyler Davis,s:20~l:28~a:4568217,Black,9969.92%,33,Happy,9191.30%,"6' 2"", 300 lbs",11/1/2000 (24),Clemson,"2024: Rd 6, Pk 196 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4568217/tyler-davis
Malik Dixon-Williams,s:20~l:28~a:4569006,White,9658.46%,38,Neutral,9957.17%,"6' 1"", 200 lbs",N/A,UConn,N/A,Active,https://www.espn.com/nfl/player/_/id/4569006/malik-dixon-williams
Jordan Whittington,s:20~l:28~a:4569382,Latino Hispanic,3431.22%,26,Neutral,6207.95%,"6' 1"", 202 lbs",10/1/2000 (24),Texas,"2024: Rd 6, Pk 213 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4569382/jordan-whittington
Terrance Ferguson,s:20~l:28~a:4570037,White,6995.02%,23,Neutral,7185.53%,"6' 5"", 247 lbs",3/7/2003 (22),Oregon,"2025: Rd 2, Pk 46 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4570037/terrance-ferguson
Josh Wallace,s:20~l:28~a:4572371,Black,10000.00%,24,Happy,8812.27%,"6' 0"", 189 lbs",7/5/2000 (24),Michigan,N/A,Active,https://www.espn.com/nfl/player/_/id/4572371/josh-wallace
Jared Verse,s:20~l:28~a:4578085,Black,9999.98%,27,Neutral,9999.58%,"6' 4"", 260 lbs",11/4/2000 (24),Florida St,"2024: Rd 1, Pk 19 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4578085/jared-verse
Willie Lampkin,s:20~l:28~a:4582836,Black,9760.63%,25,Happy,8164.47%,"5' 11"", 290 lbs",N/A,North Carolina,N/A,Active,https://www.espn.com/nfl/player/_/id/4582836/willie-lampkin
Kamren Kinchens,s:20~l:28~a:4596363,Black,10000.00%,24,Neutral,9999.33%,"5' 11"", 207 lbs",9/29/2002 (22),Miami,"2024: Rd 3, Pk 99 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4596363/kamren-kinchens
Chris Paul Jr.,s:20~l:28~a:4602943,Black,8489.20%,39,Neutral,9999.90%,"6' 0"", 222 lbs",11/4/2002 (22),Ole Miss,"2025: Rd 5, Pk 172 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4602943/chris-paul-jr
Decarius Hawthorne,s:20~l:28~a:4605861,Black,9761.13%,28,Neutral,9997.99%,"6' 2"", 290 lbs",N/A,South Florida,N/A,Active,https://www.espn.com/nfl/player/_/id/4605861/decarius-hawthorne
Josaiah Stewart,s:20~l:28~a:4682983,Black,10000.00%,29,Happy,8719.10%,"6' 1"", 249 lbs",4/26/2003 (22),Michigan,"2025: Rd 3, Pk 90 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4682983/josaiah-stewart
Shaun Dolac,s:20~l:28~a:4693848,White,7142.11%,33,Happy,9913.89%,"6' 1"", 225 lbs",N/A,Buffalo,N/A,Active,https://www.espn.com/nfl/player/_/id/4693848/shaun-dolac
Nate Valcarcel,s:20~l:28~a:4695781,Asian,6158.39%,23,Happy,9970.87%,"6' 1"", 192 lbs",N/A,N Illinois,N/A,Active,https://www.espn.com/nfl/player/_/id/4695781/nate-valcarcel
Jarquez Hunter,s:20~l:28~a:4710341,Black,9998.89%,27,Happy,9974.26%,"5' 9"", 204 lbs",12/29/2002 (22),Auburn,"2025: Rd 4, Pk 117 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4710341/jarquez-hunter
Konata Mumpfield,s:20~l:28~a:4710855,Black,10000.00%,25,Happy,8006.19%,"5' 11"", 186 lbs",10/24/2002 (22),Pitt,"2025: Rd 7, Pk 242 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4710855/konata-mumpfield
Byron Young,s:20~l:28~a:4875196,Black,10000.00%,27,Neutral,9935.18%,"6' 2"", 258 lbs",3/13/1998 (27),Tennessee,"2023: Rd 3, Pk 77 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4875196/byron-young
Tru Edwards,s:20~l:28~a:4875786,Black,10000.00%,23,Neutral,9958.38%,"6' 3"", 201 lbs",6/9/2001 (24),Louisiana Tech,N/A,Active,https://www.espn.com/nfl/player/_/id/4875786/tru-edwards
Ethan Evans,s:20~l:28~a:5125875,White,6562.38%,24,Happy,9725.89%,"6' 3"", 250 lbs",7/19/2001 (23),Wingate,"2023: Rd 7, Pk 223 (LAR)",Active,https://www.espn.com/nfl/player/_/id/5125875/ethan-evans
Joe Cardona,s:20~l:28~a:2575907,White,3880.89%,33,Happy,8705.94%,"6' 2"", 245 lbs",4/16/1992 (33),Navy,"2015: Rd 5, Pk 166 (NE)",Active,https://www.espn.com/nfl/player/_/id/2575907/joe-cardona
Jordan Phillips,s:20~l:28~a:2577466,Black,10000.00%,32,Happy,9730.51%,N/A,9/21/1992,Oklahoma,"2015: Rd 2, Pk 52 (MIA)",N/A,https://www.espn.com/nfl/player/_/id/2577466/jordan-phillips
Pharaoh Brown,s:20~l:28~a:2971281,Black,10000.00%,26,Happy,9985.63%,"6' 5"", 246 lbs",5/4/1994 (31),Oregon,N/A,Active,https://www.espn.com/nfl/player/_/id/2971281/pharaoh-brown
Jalen Ramsey,s:20~l:28~a:3045373,Black,10000.00%,23,Neutral,9206.82%,"6' 1"", 208 lbs",10/24/1994 (30),FSU,"2016: Rd 1, Pk 5 (JAX)",Active,https://www.espn.com/nfl/player/_/id/3045373/jalen-ramsey
Artie Burns,s:20~l:28~a:3051921,Black,9991.89%,35,Neutral,9999.13%,"6' 0"", 187 lbs",5/1/1995 (30),Miami,"2016: Rd 1, Pk 25 (PIT)",Active,https://www.espn.com/nfl/player/_/id/3051921/artie-burns
Jonnu Smith,s:20~l:28~a:3054212,Black,10000.00%,29,Happy,9956.31%,"6' 3"", 248 lbs",8/22/1995 (29),FIU,"2017: Rd 3, Pk 100 (TEN)",Active,https://www.espn.com/nfl/player/_/id/3054212/jonnu-smith
Zach Sieler,s:20~l:28~a:3057956,White,7736.39%,31,Happy,8955.22%,"6' 6"", 300 lbs",9/7/1995 (29),Ferris St,"2018: Rd 7, Pk 238 (BAL)",Active,https://www.espn.com/nfl/player/_/id/3057956/zach-sieler
Tyreek Hill,s:20~l:28~a:3116406,Black,10000.00%,28,Happy,9832.54%,"5' 10"", 191 lbs",3/1/1994 (31),West Alabama,"2016: Rd 5, Pk 165 (KC)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/3116406/tyreek-hill
Bradley Chubb,s:20~l:28~a:3116733,Black,9998.72%,30,Happy,8274.04%,"6' 4"", 268 lbs",6/24/1996 (28),NC State,"2018: Rd 1, Pk 5 (DEN)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/3116733/bradley-chubb
Jason Sanders,s:20~l:28~a:3124679,White,9703.76%,29,Neutral,6331.05%,"5' 11"", 195 lbs",11/16/1995 (29),New Mexico,"2018: Rd 7, Pk 229 (MIA)",Active,https://www.espn.com/nfl/player/_/id/3124679/jason-sanders
Matt Dickerson,s:20~l:28~a:3134316,Latino Hispanic,3921.08%,28,Happy,9979.32%,"6' 5"", 292 lbs",11/9/1995 (29),UCLA,N/A,Active,https://www.espn.com/nfl/player/_/id/3134316/matt-dickerson
Ashtyn Davis,s:20~l:28~a:3858271,Indian,2878.37%,31,Angry,6682.67%,"6' 1"", 202 lbs",10/10/1996 (28),California,"2020: Rd 3, Pk 68 (NYJ)",Active,https://www.espn.com/nfl/player/_/id/3858271/ashtyn-davis
James Daniels,s:20~l:28~a:3894849,Black,10000.00%,29,Happy,9980.75%,"6' 4"", 327 lbs",9/13/1997 (27),Iowa,"2018: Rd 2, Pk 39 (CHI)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/3894849/james-daniels
Alec Ingold,s:20~l:28~a:3917668,White,9157.52%,31,Happy,9957.47%,"6' 1"", 232 lbs",7/9/1996 (28),Wisconsin,N/A,Active,https://www.espn.com/nfl/player/_/id/3917668/alec-ingold
Kendall Sheffield,s:20~l:28~a:3925358,Black,10000.00%,24,Happy,9994.40%,"5' 10"", 212 lbs",5/30/1996 (29),Ohio State,"2019: Rd 4, Pk 111 (ATL)",Active,https://www.espn.com/nfl/player/_/id/3925358/kendall-sheffield
Nick Westbrook-Ikhine,s:20~l:28~a:3929785,Black,7053.22%,24,Happy,9895.59%,"6' 2"", 211 lbs",3/21/1997 (28),Indiana,N/A,QUESTIONABLE,https://www.espn.com/nfl/player/_/id/3929785/nick-westbrook-ikhine
Jake Bailey,s:20~l:28~a:3931395,White,9999.97%,31,Happy,9989.18%,"6' 2"", 212 lbs",6/18/1997 (28),Stanford,"2019: Rd 5, Pk 163 (NE)",Active,https://www.espn.com/nfl/player/_/id/3931395/jake-bailey
Elijah Campbell,s:20~l:28~a:3932901,Latino Hispanic,3224.58%,26,Happy,9568.29%,"5' 11"", 200 lbs",8/24/1995 (29),Northern Iowa,N/A,Active,https://www.espn.com/nfl/player/_/id/3932901/elijah-campbell
Quinton Bell,s:20~l:28~a:3933407,Black,10000.00%,30,Happy,9925.17%,"6' 4"", 255 lbs",5/9/1996 (29),PV A&M,"2019: Rd 7, Pk 230 (OAK)",Active,https://www.espn.com/nfl/player/_/id/3933407/quinton-bell
Ben Stille,s:20~l:28~a:4034861,White,3695.52%,25,Neutral,9893.91%,"6' 4"", 296 lbs",11/12/1997 (27),Nebraska,N/A,Active,https://www.espn.com/nfl/player/_/id/4034861/ben-stille
Tyrel Dodson,s:20~l:28~a:4035232,Black,9999.97%,26,Happy,9904.15%,"6' 0"", 237 lbs",6/25/1998 (26),Texas A&M,N/A,Active,https://www.espn.com/nfl/player/_/id/4035232/tyrel-dodson
Benito Jones,s:20~l:28~a:4035299,White,9605.67%,36,Neutral,9177.00%,"6' 1"", 335 lbs",11/27/1997 (27),Ole Miss,N/A,Active,https://www.espn.com/nfl/player/_/id/4035299/benito-jones
Cameron Goode,s:20~l:28~a:4035857,Latino Hispanic,5085.43%,25,Happy,9937.62%,"6' 3"", 245 lbs",4/15/1998 (27),California,"2022: Rd 7, Pk 224 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4035857/cameron-goode
Aaron Brewer,s:20~l:28~a:4040537,White,9130.06%,35,Surprise,9871.05%,"6' 1"", 295 lbs",10/28/1997 (27),Texas St,N/A,Active,https://www.espn.com/nfl/player/_/id/4040537/aaron-brewer
Dee Eskridge,s:20~l:28~a:4043016,Black,9999.98%,25,Neutral,8338.36%,"5' 9"", 190 lbs",3/23/1997 (28),W Michigan,"2021: Rd 2, Pk 56 (SEA)",Active,https://www.espn.com/nfl/player/_/id/4043016/dee-eskridge
Jordyn Brooks,s:20~l:28~a:4043130,Black,10000.00%,25,Neutral,9880.28%,"6' 0"", 240 lbs",10/21/1997 (27),Texas Tech,"2020: Rd 1, Pk 27 (SEA)",Active,https://www.espn.com/nfl/player/_/id/4043130/jordyn-brooks
Liam Eichenberg,s:20~l:28~a:4046694,White,8768.50%,23,Neutral,3830.59%,"6' 6"", 302 lbs",1/19/1998 (27),Notre Dame,"2021: Rd 2, Pk 42 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4046694/liam-eichenberg
Tanner Conner,s:20~l:28~a:4047422,White,9936.52%,26,Happy,9392.38%,"6' 3"", 232 lbs",3/20/1998 (27),Idaho St,N/A,Active,https://www.espn.com/nfl/player/_/id/4047422/tanner-conner
Alexander Mattison,s:20~l:28~a:4048244,Black,10000.00%,25,Neutral,9604.43%,"5' 11"", 220 lbs",6/19/1998 (27),Boise State,"2019: Rd 3, Pk 102 (MIN)",Active,https://www.espn.com/nfl/player/_/id/4048244/alexander-mattison
Kion Smith,s:20~l:28~a:4058521,Black,10000.00%,26,Neutral,5442.46%,"6' 5"", 300 lbs",10/7/1998 (26),Fayetvl St,N/A,Active,https://www.espn.com/nfl/player/_/id/4058521/kion-smith
Ifeatu Melifonwu,s:20~l:28~a:4240401,Black,10000.00%,28,Neutral,9978.74%,"6' 3"", 210 lbs",5/2/1999 (26),Syracuse,"2021: Rd 3, Pk 101 (DET)",Active,https://www.espn.com/nfl/player/_/id/4240401/ifeatu-melifonwu
Larry Borom,s:20~l:28~a:4241217,Latino Hispanic,3111.30%,25,Happy,9999.94%,"6' 5"", 333 lbs",3/30/1999 (26),Missouri,"2021: Rd 5, Pk 151 (CHI)",Active,https://www.espn.com/nfl/player/_/id/4241217/larry-borom
Tua Tagovailoa,s:20~l:28~a:4241479,Black,9997.56%,25,Happy,9569.24%,"6' 1"", 225 lbs",3/2/1998 (27),Alabama,"2020: Rd 1, Pk 5 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4241479/tua-tagovailoa
Matthew Butler,s:20~l:28~a:4242457,Black,10000.00%,29,Neutral,9213.46%,"6' 3"", 290 lbs",6/10/1999 (26),Tennessee,"2022: Rd 5, Pk 175 (LV)",Active,https://www.espn.com/nfl/player/_/id/4242457/matthew-butler
K.J. Britt,s:20~l:28~a:4242521,Black,10000.00%,30,Happy,9992.91%,"6' 0"", 235 lbs",6/4/1999 (26),Auburn,"2021: Rd 5, Pk 176 (TB)",Active,https://www.espn.com/nfl/player/_/id/4242521/kj-britt
Jaelan Phillips,s:20~l:28~a:4242975,White,4151.88%,24,Neutral,6702.84%,"6' 5"", 263 lbs",5/28/1999 (26),Miami,"2021: Rd 1, Pk 18 (MIA)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4242975/jaelan-phillips
Ryan Stonehouse,s:20~l:28~a:4256051,White,8137.99%,29,Happy,9999.74%,"5' 10"", 193 lbs",5/11/1999 (26),Colorado State,N/A,Active,https://www.espn.com/nfl/player/_/id/4256051/ryan-stonehouse
Tarik Black,s:20~l:28~a:4258170,Black,10000.00%,24,Happy,9992.74%,"6' 3"", 213 lbs",2/10/1998 (27),Texas,N/A,Active,https://www.espn.com/nfl/player/_/id/4258170/tarik-black
Willie Gay,s:20~l:28~a:4259804,White,8165.86%,41,Neutral,9999.89%,"6' 1"", 243 lbs",2/15/1998 (27),Mississippi St,"2020: Rd 2, Pk 63 (KC)",Active,https://www.espn.com/nfl/player/_/id/4259804/willie-gay
Austin Jackson,s:20~l:28~a:4271632,Black,10000.00%,27,Happy,9754.29%,"6' 5"", 315 lbs",8/11/1999 (25),USC,"2020: Rd 1, Pk 18 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4271632/austin-jackson
Kader Kohou,s:20~l:28~a:4291489,Black,10000.00%,28,Neutral,9999.99%,"5' 10"", 197 lbs",11/28/1998 (26),E Texas A&M,N/A,Active,https://www.espn.com/nfl/player/_/id/4291489/kader-kohou
Jackson Carman,s:20~l:28~a:4360320,White,8354.63%,36,Happy,9999.95%,"6' 5"", 322 lbs",1/22/2000 (25),Clemson,"2021: Rd 2, Pk 46 (CIN)",Active,https://www.espn.com/nfl/player/_/id/4360320/jackson-carman
Ethan Bonner,s:20~l:28~a:4360746,White,9596.30%,26,Sad,5626.45%,"6' 1"", 186 lbs",10/23/1999 (25),Stanford,N/A,Active,https://www.espn.com/nfl/player/_/id/4360746/ethan-bonner
Braeden Daniels,s:20~l:28~a:4361003,Black,10000.00%,28,Neutral,9913.41%,"6' 4"", 297 lbs",8/22/2000 (24),Utah,"2023: Rd 4, Pk 118 (WSH)",Active,https://www.espn.com/nfl/player/_/id/4361003/braeden-daniels
Zach Wilson,s:20~l:28~a:4361259,White,9926.56%,23,Happy,9950.81%,"6' 2"", 214 lbs",8/3/1999 (25),BYU,"2021: Rd 1, Pk 2 (NYJ)",Active,https://www.espn.com/nfl/player/_/id/4361259/zach-wilson
Dequan Jackson,s:20~l:28~a:4361282,Black,10000.00%,26,Neutral,10000.00%,"6' 1"", 225 lbs",10/7/1999 (25),Colorado St,N/A,Active,https://www.espn.com/nfl/player/_/id/4361282/dequan-jackson
Andrew Meyer,s:20~l:28~a:4362064,White,9996.73%,26,Happy,9993.96%,"6' 3"", 295 lbs",1/14/2000 (25),UTEP,N/A,Active,https://www.espn.com/nfl/player/_/id/4362064/andrew-meyer
Erik Ezukanma,s:20~l:28~a:4362186,Black,10000.00%,26,Happy,8448.78%,"6' 2"", 206 lbs",1/25/2000 (25),Texas Tech,"2022: Rd 4, Pk 125 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4362186/erik-ezukanma
Julian Hill,s:20~l:28~a:4365395,Latino Hispanic,2587.36%,22,Neutral,4039.85%,"6' 4"", 251 lbs",7/9/2000 (24),Campbell,N/A,Active,https://www.espn.com/nfl/player/_/id/4365395/julian-hill
Jordan Colbert,s:20~l:28~a:4367504,Black,9949.48%,25,Neutral,9175.38%,"6' 2"", 214 lbs",3/18/2000 (25),Rhode Island,N/A,Active,https://www.espn.com/nfl/player/_/id/4367504/jordan-colbert
Isaiah Johnson,s:20~l:28~a:4367699,Black,10000.00%,25,Happy,9978.32%,"6' 3"", 205 lbs",3/29/2000 (25),Syracuse,N/A,Active,https://www.espn.com/nfl/player/_/id/4367699/isaiah-johnson
Jaylen Waddle,s:20~l:28~a:4372016,Black,9890.34%,24,Happy,9999.62%,"5' 10"", 185 lbs",11/25/1998 (26),Alabama,"2021: Rd 1, Pk 6 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4372016/jaylen-waddle
Ryan Hayes,s:20~l:28~a:4372091,White,7226.78%,26,Happy,9996.27%,"6' 6"", 303 lbs",2/28/2000 (25),Michigan,"2023: Rd 7, Pk 238 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4372091/ryan-hayes
Channing Tindall,s:20~l:28~a:4379414,Black,10000.00%,28,Neutral,8871.02%,"6' 2"", 236 lbs",3/28/2000 (25),Georgia,"2022: Rd 3, Pk 102 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4379414/channing-tindall
Theo Wease Jr.,s:20~l:28~a:4426535,Black,9986.36%,25,Neutral,9701.13%,"6' 2"", 210 lbs",N/A,Missouri,N/A,Active,https://www.espn.com/nfl/player/_/id/4426535/theo-wease-jr
Storm Duck,s:20~l:28~a:4427103,Black,10000.00%,24,Neutral,9985.94%,"6' 0"", 195 lbs",12/15/2000 (24),Louisville,N/A,Active,https://www.espn.com/nfl/player/_/id/4427103/storm-duck
Brett Gabbert,s:20~l:28~a:4427243,White,8041.93%,23,Happy,9993.06%,"6' 0"", 210 lbs",8/4/2000 (24),Miami OH,N/A,Active,https://www.espn.com/nfl/player/_/id/4427243/brett-gabbert
Eugene Asante,s:20~l:28~a:4427532,White,5925.91%,33,Happy,9232.03%,"6' 1"", 219 lbs",N/A,Auburn,N/A,Active,https://www.espn.com/nfl/player/_/id/4427532/eugene-asante
Mohamed Kamara,s:20~l:28~a:4427677,Black,10000.00%,26,Happy,9272.12%,"6' 1"", 253 lbs",5/29/1999 (26),Colorado St,"2024: Rd 5, Pk 158 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4427677/mohamed-kamara
Grayson Murphy,s:20~l:28~a:4428077,Black,9970.65%,34,Happy,5307.12%,"6' 2"", 260 lbs",10/13/2000 (24),UCLA,N/A,Active,https://www.espn.com/nfl/player/_/id/4428077/grayson-murphy
Addison West,s:20~l:28~a:4428823,White,7609.70%,32,Happy,9997.98%,"6' 3"", 305 lbs",N/A,W Michigan,N/A,Active,https://www.espn.com/nfl/player/_/id/4428823/addison-west
De'Von Achane,s:20~l:28~a:4429160,Black,10000.00%,25,Happy,9886.08%,"5' 9"", 188 lbs",10/13/2001 (23),Texas A&M,"2023: Rd 3, Pk 84 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4429160/devon-achane
Derrick McLendon,s:20~l:28~a:4430153,Black,10000.00%,25,Happy,9990.44%,"6' 4"", 250 lbs",9/29/2000 (24),Colorado,N/A,Active,https://www.espn.com/nfl/player/_/id/4430153/derrick-mclendon
Patrick McMorris,s:20~l:28~a:4430158,Black,7147.16%,26,Happy,5052.29%,"6' 0"", 206 lbs",10/18/2001 (23),California,"2024: Rd 6, Pk 198 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4430158/patrick-mcmorris
Alex Huntley,s:20~l:28~a:4430877,Latino Hispanic,4365.55%,27,Neutral,9788.02%,"6' 4"", 298 lbs",N/A,South Carolina,N/A,Active,https://www.espn.com/nfl/player/_/id/4430877/alex-huntley
Chop Robinson,s:20~l:28~a:4431586,Black,9996.53%,35,Happy,9999.46%,"6' 3"", 254 lbs",1/2/2003 (22),Penn State,"2024: Rd 1, Pk 21 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4431586/chop-robinson
Dante Trader Jr.,s:20~l:28~a:4431664,Black,9998.65%,32,Happy,9998.38%,"5' 10"", 196 lbs",2/13/2003 (22),Maryland,"2025: Rd 5, Pk 155 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4431664/dante-trader-jr
Josh Priebe,s:20~l:28~a:4432503,White,9999.62%,23,Neutral,5420.46%,"6' 5"", 306 lbs",N/A,Michigan,N/A,Active,https://www.espn.com/nfl/player/_/id/4432503/josh-priebe
Jason Marshall Jr.,s:20~l:28~a:4432730,Black,10000.00%,32,Neutral,9686.77%,"6' 0"", 194 lbs",9/6/2002 (22),Florida,"2025: Rd 5, Pk 150 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4432730/jason-marshall-jr
Patrick Paul,s:20~l:28~a:4567493,Black,10000.00%,25,Happy,8992.65%,"6' 7"", 332 lbs",11/1/2001 (23),Houston,"2024: Rd 2, Pk 55 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4567493/patrick-paul
Tahj Washington,s:20~l:28~a:4567506,Black,10000.00%,23,Neutral,9999.96%,"5' 10"", 174 lbs",5/16/2001 (24),USC,"2024: Rd 7, Pk 241 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4567506/tahj-washington
Malik Washington,s:20~l:28~a:4569603,Black,10000.00%,26,Happy,9717.04%,"5' 8"", 191 lbs",1/4/2001 (24),Virginia,"2024: Rd 6, Pk 184 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4569603/malik-washington
Cam Smith,s:20~l:28~a:4570672,Black,10000.00%,25,Happy,9749.04%,"6' 1"", 186 lbs",12/21/2000 (24),South Carolina,"2023: Rd 2, Pk 51 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4570672/cam-smith
Tedi Kushi,s:20~l:28~a:4577950,White,8913.30%,24,Neutral,8235.97%,"6' 7"", 305 lbs",N/A,W Michigan,N/A,Active,https://www.espn.com/nfl/player/_/id/4577950/tedi-kushi
John Saunders Jr.,s:20~l:28~a:4608762,Black,9999.80%,23,Neutral,9990.98%,"6' 2"", 210 lbs",N/A,Ole Miss,N/A,Active,https://www.espn.com/nfl/player/_/id/4608762/john-saunders-jr
